citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
219,164,Verified email at uni-jena.de - ,8,6,5,4,2020,2006,Sina Zarrieß,"Professor for Digital Humanities, Machine Learning and Language Technology,  University of Jena None","Computational linguistics,machine learning,language generation,dialogue computational semantics",56
219,201,Verified email at zedat.fu-berlin.de - ,8,8,8,8,2019,2012,Mostafa Mohammadi,"Postdoctoral Fellow at  Freie Universität Berlin , Dahlem Center for Machine Learning and Robotics","Autonomous Robotics,Self-Driving Car,Aerial Robotics,Grasping.",15
221,141,Verified email at amazon.com,6,4,5,4,2014,2004,Jyh-Ying Peng,"Machine Learning Scientist, Amazon China Time Series Analysis None","Time Series Analysis,Statistical Machine Learning,Computational Advertising",22
221,123,Verified email at bath.ac.uk - ,5,4,3,3,2019,2011,Xi Chen,"Lecturer in Machine Learning and Data Science,  University of Bath None","Statistical signal processing,Bayesian inference & reasoning,Monte Carlo methods,Machine Learning,Sampling Techniques",12
221,208,Verified email at nicta.com.au - ,5,5,5,5,2016,2003,Trung V. Nguyen,"Machine Learning, ANU and  NICTA None","Machine Learning,Gaussian Processes,Approximate Inference,Artificial Intelligence",14
221,156,Verified email at tu-berlin.de,4,4,4,4,2020,2010,"Guido Schwenk, PhD.",Machine Learning Engineer Machine Learning None,"Machine Learning,Security,Data Analysis,Data Visualization",9
222,154,Verified email at google.com - ,10,8,10,8,2020,2006,Mahdi Milani Fard,"Machine Learning Researcher,  Google Inc .","Machine Learning,Reinforcement Learning,Statistical Learning Theory",28
223,222,Verified email at link.cuhk.edu.cn,6,6,5,5,2017,2014,chengyin li,"PhD student of machine learning, The Chinese University of Hong Kong, Shenzen Machine learning None","Machine learning,deep learning,particles",10
223,223,Verified email at acm.org - ,6,6,3,3,2020,1993,Manuel Lopez-Martin,"Machine Learning Researcher, Universidad Valladolid, Spain Homepage None","machine learning,deep learning,data science",21
224,204,Verified email at amazon.com,7,7,6,5,2020,2011,Shreyansh Bhatt,"Machine Learning Scientist,  Amazon.com None","Graph Algorithms,Machine Learning,Distributed Graph Databases,Artificial Intelligence",19
225,187,Verified email at apple.com,6,6,6,6,2020,2010,chunlei li,"Applied Machine Learning,  Apple None","Mathematics,Statistics,Machine Learning,Recommender System",19
225,151,Verified email at umassmed.edu,10,8,10,6,2018,2009,Balaji Polepalli Ramesh,"VP Data Science, NLP/Machine Learning Scientist at BlackRock Natural Language Processing None","Natural Language Processing,Machine Learning,Text mining,Information Retrieval and Extraction,Health Literacy",17
228,199,Verified email at kg.ac.rs,7,7,5,5,2019,2001,Milos Radovic,Machine learning engineer at Everseen Machine learning None,"Machine learning,Data mining",38
228,217,Verified email at amazon.com - ,7,7,4,4,2020,2013,Gianni Barlacchi,Machine Learning Scientist at Amazon Alexa Homepage None,"natural language processing,machine learning,human mobility",21
228,216,Verified email at supwiz.com,7,7,7,7,2018,2013,Anders Mollgaard,"Machine learning scientist at SupWiz, Copenhagen. Mathematical modelling None","Mathematical modelling,Machine learning,Complex networks,Computational social science",9
229,156,Verified email at odu.edu,4,3,2,2,2016,2010,"Salim Chemlal, Ph.D.","Deep Learning Researcher / Adjunct Professor, MSVE Department,  Old Dominion University None","Machine Learning,Deep Learning,Simulation in Healthcare",14
231,223,Verified email at amazon.com - ,8,8,8,7,2019,2010,Kai Hui,"Machine Learning Scientist, Amazon Alexa Search Homepage None","Information Retrieval,Natural Language Processing",25
232,99,Verified email at livia.etsmtl.ca,8,5,6,3,2013,2008,Jean-François Connolly,"Data Scientist, Machine Learning Machine learning and optimization None",Machine learning and optimization,14
233,179,Verified email at mediatek.com - ,8,6,6,5,2014,2005,Cheng-Lung Jen,"Senior AI Machine Learning and Computer Vision Engineer, Office Chief of Technology Officer Homepage None","Deep Learning,Machine Larning,Computer Vision",15
237,234,Verified email at adelaide.edu.au - ,9,9,8,8,2020,2016,Luke Oakden-Rayner,Australian Institute for Machine Learning.  University of Adelaide . Royal Adelaide Hospital.,"Radiology,Image Analysis,Machine Learning,Deep Learning,Medical Informatics",22
238,232,Verified email at lbl.gov,7,7,6,5,2020,2012,Zak Costello,"Machine Learning Scientist, Generate Biomedicines Synthetic Biology None","Synthetic Biology,Control Theory,Machine Learning,Experimental Automation",22
241,222,Verified email at google.com - ,8,8,7,7,2019,2011,Kyle Ellefsen,"Machine Learning Software Engineer,  Google None",Machine Learning,18
241,99,Verified email at askbio.com,6,5,5,2,2014,2006,Kira Mourão,"Senior Machine Learning Scientist, Askbio Ltd Bioinformatics None","Bioinformatics,Artificial Intelligence,Machine Learning,Cognitive Robotics",10
243,204,Verified email at klarna.com - ,9,7,8,6,2017,2006,Vladimir Curic,"Lead Engineer - Machine Learning/AI, Klarna Homepage None","Image Analysis,Computer Vision,Machine Learning,Mathematical Modelling",26
244,243,Verified email at strath.ac.uk,6,6,4,4,2019,2015,Ephraim Iorkyase,"PhD in Application of Machine Learning,  University of Strathclyde , UK","Machine and Deep learning,Data analytics,Internet of Things,Wireless sensor networks,and Intelligent Condition monitoring",11
244,199,Verified email at ltu.se - ,9,8,9,5,2020,1997,Foteini Simistira Liwicki,", EISLAB, Machine Learning Luleå University of Technology None","machine learning,handwriting recognition,mathematical expression recognition,document analysis",29
245,158,Verified email at asu.edu.jo,8,7,6,3,2020,2006,Ayman AbuBaker,"Assoc. Prof. of Image Processing and machine Learning,  Applied Science Private University None","Image processing,Machine learning",27
245,235,Verified email at liu.se,10,10,10,10,2019,2012,Héctor Rodríguez-Déniz,"Division of Statistics and Machine Learning,  Linköping University None","Transportation Networks,Machine Learning,Statistics",16
247,205,Verified email at hiroshima-u.ac.jp,7,7,7,7,2020,2010,Kavitha MS,"JSPS- Department of Pattern Recognition and Machine Learning,  Hiroshima University None",,41
248,235,Verified email at novaims.unl.pt,6,5,4,3,2019,2008,Georgios Douzas,Machine Learning Researcher Machine Learning None,Machine Learning,9
248,247,Verified email at bu.edu,8,8,8,8,2019,2015,Darko Stosic,"Deep Learning Compute Architect, Nvidia None None",,17
249,249,Verified email at cs.cmu.edu,6,6,6,6,2020,2017,Chih-Kuan Yeh,"PhD, Machine Learning Department,  Carnegie Mellon University None","machine learning,Interpretability",11
249,194,Verified email at ncsu.edu,9,7,9,6,2019,2003,Saba Emrani,Machine Learning Engineer at Apple Signal Processing None,"Signal Processing,Machine Learning,Data Mining,Control Systems,Robotics",27
253,244,Verified email at cs.ubc.ca - ,8,8,7,7,2020,2013,Seyed Mehran Kazemi,Machine Learning Researcher at Borealis AI Homepage None,"Machine Learning,Knowledge Graphs,Relational Learning,Graph Neural Networks",25
253,112,Verified email at issel.ee.auth.gr - ,9,6,8,3,2019,2004,Kyriakos Chatzidimitriou,Software Architect and Machine Learning Researcher Homepage None,"Machine Learning,Software Engineering",34
255,230,Verified email at uwaterloo.ca,9,9,9,8,2016,2012,Keyvan Golestan,"Machine Learning Scientist, Layer 6 AI Computer Vision None","Computer Vision,Medical Image Processing,Deep Learning,Probabilistic Graphical Models,Knowledge Extraction and Information F",14
257,257,Verified email at apple.com,5,5,5,5,2017,2014,Thomas Nickson,"Machine Learning Engineer,  Apple None",Machine learning,5
258,232,Verified email at swiftmedical.com,10,10,10,10,2019,1990,Rishabh Gupta,Sr. Machine Learning Scientist at Swift Medical Human Computer Interaction None,"Human Computer Interaction,Machine Learning,Affective Computing,QoE,Biomedical Engineering",29
258,238,Verified email at volkswagen.de,7,7,7,6,2020,2012,Nutan Chen,"Machine Learning Research Lab, Volkswagen Group Machine learning None","Machine learning,Robotics",21
258,150,Verified email at cs.colostate.edu - ,6,6,4,3,2019,2011,Elliott Forney,Machine Learning Engineer - IBM Watson Homepage None,"Machine Learning,Artificial Intelligence,Brain-Computer Interfaces,Natural Language Processing,Artificial Neural Networks",22
259,246,Verified email at prowler.io - ,5,5,5,5,2020,2014,Vincent ADAM,Machine Learning Researcher at Prowler.io Homepage None,"Machine Learning,Cognitive Science",15
260,246,Verified email at valeo.com,4,4,3,3,2019,2011,Carlos Maestre,"Machine learning engineer, PhD Artifical Intelligence None","Artifical Intelligence,Deep learning,Probabilistic methods,Robotics,Autonomous vehicle",13
261,252,Verified email at rahko.ai - ,9,9,9,9,2020,2014,Thomas W Rogers,Quantum Machine Learning Scientist at Rahko Homepage None,"Image Processing,Computer Vision,Machine Learning,Quantum Chemistry",24
261,242,Verified email at tu-berlin.de,6,6,5,5,2019,2011,Seul-Ki Yeom, - Machine Learning Group Technische Universität Berlin None,"Brain-Computer Interfaces,Machine Learning,Deep Learning",17
262,261,Verified email at fb.com,9,9,9,9,2019,2013,Pararth Shah,"Machine Learning Engineer,  Facebook  Assistant","Artificial Intelligence,Natural Language Processing,Dialogue Management,Reinforcement Learning,Graph Databases",22
262,250,Verified email at physiosigns.com - ,8,8,7,7,2017,2008,Vahid Taslimitehrani,Machine Learning Scientist at PhysioSigns Inc. Homepage None,"Machine Learning,Data Mining,HealthCare",20
263,263,Verified email at knights.ucf.edu - ,7,7,7,7,2020,2015,Sarfaraz Hussein,"Visual AI, Machine Learning, Deep Learning Homepage None","Machine Learning,Medical Imaging,Computer Vision,Deep Learning",22
264,252,Verified email at google.com,7,7,5,4,2020,2008,Pranjul Yadav,"Machine Learning,  Google None","Data Mining,Machine Learning,Applications in E-Commerce",32
265,168,Verified email at clix.pt,8,6,7,5,2018,2008,José Portêlo,"Lead Machine Learning Engineer, Link Redglue Machine Learning None","Machine Learning,NLP,Data Science,Data Privacy,Cryptography",19
267,247,Verified email at sas.com - ,8,8,8,8,2019,2011,Davood Hajinezhad,Machine Learning Researcher and Developer Homepage None,"Reinforcement Learning,Nonconvex Optimization,Distributed Optimization,Machine learning,Parallel Computing",14
267,239,Verified email at grad.kashanu.ac.ir - ,9,8,8,8,2020,2011,Seyed Jalaleddin Mousavirad,"Independent Consultant and Researcher on Optimization, Machine Learning, and Image Processing  Homepage None","Evolutionary Computation,Large-Scale Optimization,Computational Intelligence,Machine Learning,Image Processing",47
269,69,Verified email at berkeley.edu - ,9,4,9,2,2011,2003,Shahab Sheikh-Bahaei,"Principal Machine Learning Architect, WootCloud Inc. Homepage None","Machine Learning,Artificial Intelligence",33
270,101,Verified email at qbiznl.com,10,6,10,5,2014,2005,Leo van Nierop,"Consultant machine learning, QBiz Netherlands Machine Learning None","Machine Learning,Physics",14
270,266,Verified email at interdigital.com - ,9,9,8,8,2019,2013,Vineeth Rakesh,"Researcher, Machine Learning & AI Labs,  Interdigital None","Data Mining,Machine Learning,Generative Models,Graphical Models,Recommender Systems",16
270,97,Verified email at misuratau.edu.ly - ,8,5,6,2,2015,1999,Idris El-Feghi,Computer Vision & Machine Learning Researcher Homepage None,"Computer Vision,Machine Learning and Optimization",48
270,235,Verified email at amfam.com - ,9,8,9,8,2019,2011,Arindam Paul,"Machine Learning Scientist, American Family Insurance Homepage None","Machine Learning,Deep Learning,NLP",17
272,261,Verified email at fau.de - ,8,8,7,6,2020,2013,Felix Kluge,"Machine Learning and Data Analytics Lab, Department of Computer Science, Friedrich-Alexander Homepage None","Machine Learning,Statistics,Biomechanics,eHealth,Sports Analytics",20
273,267,Verified email at cs.stanford.edu - ,10,10,10,10,2019,2012,Braden Hancock,"Machine Learning Researcher,  Stanford University None","Machine Learning Systems,Weak Supervision,Multi-task Learning,Transfer Learning,Natural Language Processing",24
276,230,Verified email at med.cornell.edu,8,7,7,6,2020,1959,Mohit Kumar Pandey,"Machine Learning Scientist, Weill Cornell Medicine Natural Language Processing None","Natural Language Processing,Machine Learning,Cardiovascular Imaging,Deep learning",51
276,276,Verified email at vsoftconsulting.com - ,11,11,15,15,2018,2013,Dr. Monica  Mundada,Off-Shore Head for Artificial Intelligence and Machine learning Homepage None,Machine Learning and Natural language processing,34
278,189,Verified email at salle.url.edu,9,7,7,6,2019,2000,Carlos Guerrero-Mosquera,Senior consultant in AI & Machine learning. Machine Learning None,"Machine Learning,Computer Vision,AI,Cognitive neuroscience,Neuroimaging",29
278,260,Verified email at informatik.uni-freiburg.de - ,3,3,3,2,2020,2010,Naveen Shankar Nagaraja,"Senior Machine Learning Engineer, BMW Group Homepage None","Computer Vision,Machine Learning",9
282,282,Verified email at cs.cmu.edu - ,3,3,3,3,2019,2014,Kenneth Marino,"PhD Student in Machine Learning,  Carnegie Mellon University None","Computer Vision,Machine Learning",5
283,282,Verified email at bu.edu,9,9,9,9,2019,2015,Dusan Stosic,"Deep Learning Compute Architect, Nvidia None None",,21
284,201,Verified email at nicta.com.au,8,7,6,5,2020,2008,Alistair Reid,"Machine Learning Researcher,  NICTA None","Machine Learning,Gaussian Processes,Field Robotics",18
284,267,Verified email at rogerfrigola.com - ,6,5,6,5,2015,2008,Roger Frigola,Machine Learning at www.rogerfrigola.com Homepage None,"Machine Learning,Optimization,Control",6
285,283,Verified email at cs.stanford.edu - ,5,5,5,5,2019,2014,Mihail Eric,Machine learning scientist @ Amazon Alexa AI Homepage None,"Artificial Intelligence,Natural Language Understanding",13
285,279,Verified email at inf.ethz.ch - ,8,7,7,6,2019,2012,Yatao A. Bian,"Institute for Machine Learning at Computer Science,  ETH Zurich None","Machine learning,Continuous submodularity,Decentralized/Federated AI",18
287,287,Verified email at cs.uml.edu - ,5,5,5,5,2020,2016,Chang Liu,"Sr. Machine Learning Engineer, IQVIA;  University of Massachusetts, Lowell None","Machine Learning,Deep Learning,Data Mining,Healthcare Applications",8
288,259,Verified email at glasgow.ac.uk - ,9,8,9,7,2020,2009,Ke Yuan,"Lecturer in Machine Learning and Computational Biology,  University of Glasgow None","Machine Learning,Bayesian Inference,Cancer Genomics,Computational Biology",20
288,187,Verified email at sas.com,8,7,7,3,2020,2002,Xu Chen,"Senior Machine Learning Developer,  SAS None","Computer Vision,Machine Learning,Data Mining,Signal Processing",48
288,260,Verified email at pitt.edu - ,10,10,12,12,2019,2010,"Mohammad Gudarzi, PhD",Machine Learning Engineer at Kelzal Homepage None,"Signal processing,Algorithm development,Intelligent systems,Control design,Instrumentation",35
291,291,Verified email at neuromation.io - ,6,6,6,6,2020,2018,Alexander Rakhlin,"Machine Learning Engineer, Researcher Homepage None","Deep Learning,Machine Learning for Healthcare,Computer Vision",9
291,288,Verified email at uni-kassel.de - ,10,9,10,9,2020,2011,Abozar Nasirahmadi,"Head of Machine Learning and Smart Systems in Agriculture,  University of Kassel None","Artificial intelligence,Machine vision,Precision livestock farming,Precision agriculture",29
291,261,Verified email at amazon.com,11,9,11,9,2019,2010,Felix Hieber,"Machine Learning Manager,  Amazon None","Machine Translation,Deep Learning,Information Retrieval",17
294,145,Verified email at belkin.com,10,6,10,4,2019,1998,Omid Jahromi,"Sr Machine Learning Engineer, Belkin International Inc Signal Processing None","Signal Processing,Machine Learning,Optics,Statistics,Applied Mathematics",43
296,290,Verified email at mix.wvu.edu,8,8,8,8,2020,2009,Seyed Mehdi Iranmanesh,"Machine Learning Engineer,   West Virginia University None","Deep Learning,Computer Vision,Machine Learning",23
300,258,Verified email at ulaval.ca,7,6,6,5,2020,2008,Reza Shoja Ghiass,"Senior Sotware Engineer (Machine Learning and Computer Vision) , Zebra Technologies Computer Vision None","Computer Vision,Machine Learning,Face Recognition and Tracking",22
302,59,Verified email at zenuity.com,9,4,8,2,2012,1999,Anders Hansson,Senior Machine Learning Engineer at Zenuity Information Theory None,"Information Theory,Computer Science,Machine Learning",36
304,301,Verified email at cosmonio.com,8,7,4,4,2018,2013,Andru Putra Twinanda,"Deep learning engineer, COSMONiO Computer vision None","Computer vision,machine learning",14
304,180,Verified email at lenovo.com,7,7,6,5,2015,2006,Zhengping Ji,"Director of Machine Learning, Motorola Machine Learning None","Machine Learning,AI,Computer Vision,ASR",27
307,306,Verified email at apple.com - ,4,4,2,2,2018,2011,Woosang Lim,Senior Applied Machine Learning Scientist in  Apple None,"Representation Learning,Multi-Modal Learning,Machine Learning,Optimization",12
307,257,Verified email at spotify.com,6,5,4,3,2020,2002,Oguz Semerci,"Machine Learning, Spotify Big Data Analytics None","Big Data Analytics,Machine Learning,Imaging,Inverse Problems,Signal Processing",35
310,305,Verified email at ed.ac.uk - ,9,8,9,8,2020,2013,Elliot J. Crowley,"Lecturer in Machine Learning and Computer Vision,  University of Edinburgh None","Machine Learning,Deep Learning,Computer Vision",16
310,310,Verified email at bsse.ethz.ch - ,5,5,4,4,2020,2015,Max Horn,"PhD Student in Machine Learning and Computational Biology,  ETH Zürich None","Artificial Intelligence,Computational Biology,Machine Learning,Synthetic Biology",13
312,312,Verified email at yerevann.com - ,2,2,1,1,2019,2016,Karen Hambardzumyan,"Machine Learning Researcher, YerevaNN Homepage None","natural language processing,deep neural networks",4
312,195,Verified email at ieee.org - ,7,5,7,4,2011,2008,"Ajendra Dwivedi, PhD.",Machine Learning and Systems Engineer Homepage None,"Complex Network Theory,Machine Learning,Artificial Intelligence",11
313,147,Verified email at apple.com - ,9,6,9,3,2019,2010,Stephan Peitz,Machine Learning Engineer at  Apple  (Machine Translation),"Machine Translation,Neural Machine Translation,Speech Translation",42
313,239,No verified email,10,7,10,6,2019,2003,Sajib Barua,Alberta Innovates Center for Machine Learning (AICML) - Univesity of Alberta Data mining None,"Data mining,High performance computing",25
314,273,Verified email at healx.io,9,8,9,8,2019,2010,Saatviga Sudhahar,"Machine Learning Scientist, Healx Natural Language Processing None","Natural Language Processing,Machine Learning,Knowledge Graphs,Inference and Reasoning",24
316,267,Verified email at iiserkol.ac.in,11,10,15,11,2020,2011,"Sabyasachi Mukhopadhyay(B.Tech,MS)","Google Developer Expert in Machine Learning, Assistant Professor of Business Analytics Vertex Coloring None","Vertex Coloring,Machine Learning & Deep Learning,Data Science,Quantum Machine Learning,Computer Vision",53
317,161,Verified email at nvidia.com - ,6,6,6,6,2014,2007,Marek Kolodziej,"Senior Deep Learning Software Engineer,  NVIDIA None","Deep Learning,Machine Learning,Systems Softw. Eng.,Statistics,Econometrics",9
318,223,Verified email at ge.com - ,10,9,13,9,2018,2006,Abhishek Srivastav,"Machine Learning Researcher, GE Global Research, SF Bay Area Homepage None","Machine Learning,Prognostics and Health Management,Time-series analysis,Probabilistics Graphical Models",31
319,154,Verified email at mltokyo.ai,8,5,7,3,2019,1993,Anugraha Sinha,Machine Learning Tokyo machine learning None,"machine learning,artificial intelligence",22
319,290,Verified email at encs.concordia.ca,9,9,9,8,2020,2012,Mohammad Mostafa Soltani,"Ph.D., Senior Machine Learning Scientist Deep Learning None","Deep Learning,Real-time Location Systems,Computer Vision,Building Information Modeling,Construction & Safety Management",23
320,266,Verified email at amazon.com,9,9,9,9,2019,2012,Heba Elfardy,"Machine Learning Scientist,  Amazon None","Natural Language Processing,Machine Learning",16
322,85,Verified email at ucdavis.edu - ,3,3,3,2,2019,1998,Noah Gift,"Lecturer Machine Learning & AI, Duke MIDS, Northwestern &  UC Davis  GSM","machine learning,cloud computing,ai,devops",50
325,325,Verified email at stanford.edu,9,9,9,9,2020,2014,Darvin Yi,"Ph.D. Candidate, Biomedical Informatics,  Stanford University ; Software Engineer, Deep Learning, Magic Leap","Computer Vision,Medical Imaging",32
325,249,Verified email at ulb.ac.be - ,9,6,9,6,2020,1987,Miguel Lopes,"PhD researcher, Machine Learning Group,  ULB , Bruxelles","Machine learning,Statistical inference,Bioinformatics",31
327,280,Verified email at bmw.de,6,6,5,5,2019,2011,Martin Liebner,"Machine Learning Specialist,  BMW  Group","Driver Intent Inference,Risk Assessment",12
328,266,Verified email at prowler.io - ,9,7,8,7,2019,2003,Sergio Valcarcel Macua,Senior Machine Learning Researchar @ PROWLER.io Homepage None,"Reinforcement Learning,Multiagent Systems,Distributed Optimization,Signal Processing,Machine Learning",35
330,329,Verified email at durham.ac.uk - ,6,6,6,6,2020,2016,Samet Akcay,"Deep Learning Researcher at COSMONiO | PhD Student - Department of Computer Science,  Durham None","Computer Vision,Machine Learning",21
332,177,No verified email,12,9,14,7,2015,2003,Manish Mithaiwala,Machine Learning at Manish IQ Machine Learning None,"Machine Learning,Data Science",69
332,286,Verified email at comcast.com - ,10,10,10,10,2020,2011,M. Iftekhar Tanveer,"Senior Machine Learning Researcher, Comcast Applied AI Research Homepage None","Applied Machine Learning,Natural Language Processing",26
333,252,Verified email at dur.ac.uk - ,10,8,10,8,2020,2009,Noura Al Moubayed,"Assistant Professor in Machine Learning, Department of Computer Science,  Durham University None","Machine Learning,Deep Learning,Natural Language Processing,Anomaly Detection,Social Signal Processing",33
335,335,Verified email at Amazon.com,4,4,3,3,2019,2014,Gil Sadeh,"Machine Learning Research Scientist, Amazon Lab126 Machine Learning None","Machine Learning,Deep Learning,Computer Vision,NLP",7
336,147,Verified email at uci.edu,9,7,9,6,2019,2003,Mahdi hajiaghayi,Machine learning scientist at Microsoft Optimization None,"Optimization,Image processing,machine learning,communication theory",30
338,278,Verified email at act.org - ,11,10,14,11,2019,2004,Pravin Chopade,"Research Scientist II, AI and Machine Learning-Multimodal Analytics, ACTNext,  ACT Inc None","AI and Machine Learning-Multimodal Analytics,Big Data,Large-Scale Networks,Smart Grid,Visualization IntiGrid SCADA-EMS syste",72
340,338,Verified email at hyperfine-research.com,8,8,8,8,2020,2013,Seyed Sadegh Mohseni Salehi,"Senior Deep Learning Scientist, Hyperfine Research Inc Deep Learning None","Deep Learning,Machine learning,Medical Image Processing",24
342,329,Verified email at capitalone.com - ,10,10,10,10,2020,2011,Suraj Maharjan,"CapitalOne (Card Machine Learning,Vision and Language Technologies (VaLT)) Homepage None","Natural Language Processing,Deep Learning,Machine Learning,Data Science",27
342,282,Verified email at mgh.harvard.edu,10,10,11,10,2020,2002,Christine Leon Swisher,"Director of Machine Learning, Human Longevity, Inc. Machine Learning None","Machine Learning,Deep Learning,Signal Processing,Statistics,Healthcare Innovation",43
342,295,Verified email at johandahlin.com - ,12,10,14,11,2019,2011,Johan Dahlin,Self-employed consultant in Bayesian statistics and Machine learning. Homepage None,"Bayesian Learning,Computational Statistics,Machine Learning,Monte Carlo Methods,System Identification",35
343,263,Verified email at astrazeneca.com - ,11,9,12,8,2020,2003,Esben Jannik Bjerrum,Principal Scientist - Machine learning and AI experts.  AstraZeneca None,"Computational Drug Discovery,Cheminformatics,Machine Learning,Deep Learning,Data Science",29
343,334,Verified email at ece.concordia.ca - ,8,8,8,8,2020,2008,Bahar Pourbabaee,"Machine Learning Researcher - Team Lead, Sportlogiq Homepage None","Machine Learning,Deep Learning,Time Series,mHealth,Sport Analytics",19
347,346,Verified email at osu.edu,6,6,4,4,2018,2016,Ramprakash Srinivasan,"Machine Learning Scientist, PathAI Computer Vision None","Computer Vision,Machine Learning,Face Perception,Deep Learning,Digital Pathology",12
349,349,Verified email at caesar.elte.hu,11,11,12,12,2019,2015,Attila Bagoly,"Statistical Physics, Deep Learning PhD student,  Eötvös Loránd University None","software development,deep learning,science",90
351,345,Verified email at nationwidechildrens.org - ,9,9,9,9,2018,2010,Sven Bambach,Data Science & Machine Learning at Nationwide Children's Hospital Homepage None,"Machine Learning,Computer Vision,Healthcare,Cognitive Science",22
355,355,Verified email at icometrix.com,8,8,6,6,2019,2014,Saurabh Jain,Deep learning expert-icometrix Medical imaging None,"Medical imaging,deep learning,image segmentation and registration",23
356,269,No verified email,10,9,10,9,2018,2005,Dr Kamal Mehta,Professor Computer Engineering Research Head Deep learning and Artificial Skills VLSI None,"VLSI,Low power design,Parallel computing,AI",65
361,355,Verified email at sfu.ca - ,7,6,5,4,2019,2013,Thibaut Durand,"Machine Learning Researcher, Borealis AI Homepage None","Machine Learning,Computer Vision,Deep Learning,Weakly Supervised Learning,Image Classification",17
362,349,Verified email at mail.kib.ac.cn - ,9,9,9,9,2019,2010,Zhuang-Fang (NaNa) Yi,Machine Learning Engineer @ Development Seed Homepage None,"Green Rubber and Rubber Value Chain,Satellite Machine Learning,Geospatial Analysis,Ecosystem Services,Carbon Finance",27
363,345,Verified email at amazon.com - ,8,7,7,7,2018,2010,Madhu Raman,Machine Learning informed by AI Practitioner Homepage None,"Machine Learning First,Cloud Strategy,Data Driven Differentiation,Edge & Graph ML",49
364,349,Verified email at vt.edu,9,9,8,8,2020,2014,Jose Cadena,"Research Staff Member, Machine Learning Group, Lawrence Livermore National Laboratory machine learning None","machine learning,graph algorithms,anomaly detection,approximation algorithms",30
366,362,Verified email at Knights.ucf.edu,9,9,9,9,2020,2014,Mostafa Rahmani,"Machine Learning Researcher, Baidu Research Machine Learning None","Machine Learning,Deep Learning,Randomized Big Data Analysis",32
366,328,Verified email at mit.edu - ,11,10,12,10,2020,2010,Yuyang (Bernie) Wang,"Sr. Machine Learning Scientist, Amazon Research Homepage None","Machine Learning,Random Matrix Theory,Time Series Forecasting",30
373,373,Verified email at nutonomy.com,5,5,4,4,2019,2017,Sourabh Vora,Machine Learning Research Engineer @ nuTonomy Deep Learning None,"Deep Learning,Computer Vision,Machine Learning",6
376,374,Verified email at us.panasonic.com,8,8,7,7,2020,2014,Stefano Alletto,"Deep Learning Engineer, Panasonic Beta, Mountain View, CA Computer Vision None","Computer Vision,Image Processing,Machine Learning",30
378,240,Verified email at sas.com,5,5,4,4,2020,2010,Funda Gunes,Principal Machine Learning Developer model interpretability None,"model interpretability,feature selection,feature engineering,stacked ensemble modeling,automed machine learning",9
378,273,Verified email at fb.com,11,9,11,8,2020,1997,Utsaw Kumar,"Software Engineer, Machine Learning,  Facebook None","Artificial Intelligence,Machine Learning,Personalization",59
384,305,Verified email at illinois.edu - ,11,10,12,11,2019,2011,Babak Behzad,Machine Learning at Solvvy Homepage None,"NLP,Machine Learning,HPC,Parallel Computing,Cloud Computing",26
385,384,Verified email at il.ibm.com - ,5,5,5,5,2019,2013,Guy Lev,"Machine Learning Researcher, IBM Research Homepage None","Machine Learning,Deep Learning,NLP,Computer Vision",13
386,384,Verified email at ltu.se - ,12,12,14,14,2020,2012,Rajkumar Saini,"Postdoctoral Researcher, EISLAB, Machine Learning,  Luleå University of Technology  , Sweden","Computer vision,Machine Learning,Human Computer Interaction,Image Processing",42
387,387,No verified email - ,9,9,9,9,2019,2014,Jie Zhang,Senior Machine Learning Research Scientist at Adobe Homepage None,"Big Data,Data Mining,Statistical Learning,Bioinformatics,Software Engineering and Computer Algorithms",25
390,298,Verified email at umu.se,11,10,12,10,2020,2005,Tommy Löfstedt,"Primary research engineer in Machine Learning and Medical Image Analysis,  Umeå University None","Machine Learning,Statistics,Data Science,Image Analysis",47
394,146,Verified email at solidware.io - ,10,6,12,4,2018,2002,Yury Tsoy,"Chief Machine Learning Scientist, Solidware Homepage None","Evolutionary Computation,Neuroevolutionary Algorithms,Machine Learning,Image Processing",87
391,272,Verified email at inf.ufg.br - ,10,9,13,7,2020,1992,Anderson da Silva Soares,Deep Learning Brazil at  Federal University of Goias .,"Deep Learning,Pattern Recognition and Artificial Intelligence",126
397,377,Verified email at fau.de - ,12,12,12,12,2018,2011,Heike Leutheuser,"Machine Learning and Data Analytics Lab, Department of Computer Science, Friedrich-Alexander Homepage None","Data Mining,Knowledge Discovery in Databases,Machine Learning,Physiological Data Analysis,Biosignal Processing",38
403,307,Verified email at amazon.com - ,10,10,11,11,2020,2008,Anurag Dwarakanath,"Machine Learning Manager,  Amazon None","Machine Learning,Natural Language Processing,Software Testing",42
404,400,No verified email,3,3,1,1,2016,2009,Zena Hira,Machine Learning Engineer machine learning None,"machine learning,data science",8
406,405,Verified email at benevolent.ai,10,10,10,10,2019,2016,Craig A. Glastonbury,Senior Machine Learning Researcher Machine learning None,"Machine learning,Bayesian Inference,Medical Imaging,Histology,Regulatory Genomics.",25
408,236,Verified email at yousician.com,12,9,16,8,2020,2003,Toni Hirvonen,"Machine Learning Algorithm Developer, Yousician Machine Learning None","Machine Learning,Deep Learning,Audio Processing,Immersive Audio",59
